Name,TypeofKiller,Sex,Race,WhiteMale,WhiteMale20s,NumVics,country,state,County,City,US,birthyear,BirthDate,BirthPlace,Age1stKill,AgeLastKill,AgeGroup,MidtoLate20s,DateFirst,DateFinal,VictimCode,Code,Type,Height,Raised,FamEvent,AgeEvent,Rasied2,BirthRank,BirthCat,NumSibs,SchoolProb,Teased,Educ,Degree,IQ1,IQ2,VerbalIQ,PerfIQ,Military,Branch,Combat,Killed,AppliedCop,WorkedCop,Fired,Attrac,PhyDef,SpchDef,XYY,BrainAb,Chem,HeadInj,PoliceGroupie,BedWet,Animal,Fire,PsychAbuse,PhysAbuse,SexAbuse,ParMarSta,DadStable,MomStable,DadSA,MomSA,Killerabusealcohol,Killerabusedrugs,Married?,MaritalStatus,NumberofChildren,LivChild,LiveWith,SexualOrientation,Occupation,PreviousArrests,Previousjailorprisontime,AgeKill,AgeSeries,KilledPriortoSeries,KillMethod,KillwithHands,Weapon,Gun,Partner,MethodDescription,PartName,PartnerRelation,PartSex,VicSex,#Male,#Female,RaceofVictim,#White,#Black,#Hisp,#Asian,NatAm,VicAge,VicAgeAdult,ChildVictim,ActualAges,GetToCrime,LocAbduct,LocKilling,Rape,Torture,Soughtvictimtokill,Overkill,Quick,Blindfold,Bound,Mutilate,Totem,SexDeath,AteBody,DrankBlood,Posed,BodyTotem,ItemTotem,News,BodyLeft,LeftHidden,LeftBuried,Moved,MovedHide,MovedBuried,CutUp,TakenHome,DisorPoints,OrgDis,Mental,MentalFac,PsychologicalDiagnosis,DateArrested,KilledinmateorguardinPrison,WantAds,Confessed,NGRI,Sentence,Exec,DateDeath,Suicide,DeathMeth,SuspectedDeaths,ConfessedDeaths,ConvictedDeaths,YearsBetweenFirstandLast,YearFirst,YearFinal,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,Century,DecadeStarted,Otherinformation,Nickname,Organizational,FrequencyCategory
"Alana,Randy",Serial,1,2,0,0,3,US,CA,Alameda,Oakland,1,1957,3/24/1957,US-CA-AlamedaCounty,26,56,20,1,8/13/1983,8/4/2013,11,11,Multiplemotives,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,26,26,0,"1,4,5",1,,0,0,"Bludgeon,Stab,Strangle",,,,3,1,2,2,0,3,0,0,0,,1,0,"23,40,50",,,,0,0,,,,,,0,,0,0,0,0,0,,,1,0,0,0,1,0,0,0,,,,,,8/6/2013,0,0,1,0,,,,,,3,1,1,30,1983,2013,1,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,3
"Albanese,CharlesM.",Serial,1,1,1,0,3,US,IL,Lake,FoxLake,1,1946,,,34,35,30,0,8/6/1980,5/16/1981,5,1.6,FinancialGain-Family,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,0,3,0,3,0,0,Poison,,,,3,1,2,1,3,0,0,0,,67,1,0,"69,69,87",,,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,11/11/1981,0,0,0,0,3,1,9/20/1995,0,1,3,0,3,1,1980,1981,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,3
"Albani,Adil",Serial-suspected,1,4,0,0,,Philippines,,,Baliwasan,0,,,,,,,,2004,2005,8.32,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,0,0,Stab,,,,1,,0,,,,,,0,,1,0,,,,,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,5,0,2005,0,7,,0,,1,2004,2005,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,
"Al-Bayyinah,Jathiyah#0290634",Serial-Twomurders,1,2,0,0,2,US,NC,"Forsyth,Davie","Winston-Salem,Mocksville",1,1963,6/28/1963,,30,34,30,0,1/1/1994,3/6/1998,11,1.12,FinancialGain-Robbery-Retail,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,0,"2,4",1,3,,0,"Shoot,Stab",,,,1,2,0,,,,,,,,1,0,71,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,0,,3/6/1998,0,0,0,0,2,0,,,,2,0,2,4,1994,1998,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Albright,CharlesFrederick",Serial-suspected,1,1,1,0,3,US,TX,Dallas,Dallas,1,1933,8/10/1933,US-TX-Amarillo,57,57,50,0,12/13/1990,3/19/1991,1.1,3.02,Enjoyment-Norape,,4,1,18,1,1,4,0,0,0,15,Diploma,140,,,,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,3,3,0,0,0,4,0,0,2,1,Newspaperdelivery,1,1,57,57,0,2,0,3,1,0,Shoot,,,,2,0,3,,,,,,,5,1,0,"27,35,41",4,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,3/22/1991,0,0,0,0,2,0,11/10/2009,0,4,3,0,1,1,1990,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,EyeballKiller,0,3
"Alcala,RodneyJames#C18300",Serial,1,1,1,1,8,US,"CA,NY","Orange,LosAngeles,SanFrancisco,NewYork",Multiplecities,1,1943,8/23/1943,US-TX-SanAntonio,27,35,20,1,6/12/1971,6/20/1979,7.2,3.01,Enjoyment-Rape,,2,,,0,3,2,3,0,0,16,Bachelor's-UCLA,135,160,,,1,1,0,0,0,0,,1,0,0,,,,,0,0,0,0,0,0,0,2,1,,,,,1,0,1,0,,0,1,Typesetter,1,1,27,27,0,"1,5",1,,0,0,"Bludgeon,Strangle",,,,2,0,8,1,8,0,0,0,0,5,1,1,"12,18,19,21,23,23,27,31",4,,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,,0,0,0,0,1,0,0,0,1,1,,1,AntisocialPersonalityDisorder,7/24/1979,0,0,1,0,3,,,,,8,2,7,8,1971,1979,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,WasacontestantontheDatingGame,,0,6+
"Alcott,JohnJames",Serial-Twomurders,1,1,1,0,2,"Germany,England",SouthEast,Hampshie,Aldershot,0,1925,,,20,27,20,0,1945,8/22/1952,6.1,11,Multiplemotives,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,1,1,20,20,0,"1,4",1,,0,0,"Bludgeon,Stab",,,,1,2,0,1,2,0,0,0,0,,1,0,28,,,,0,0,0,1,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,0,,8/23/1952,0,0,1,0,3,1,1/2/1953,0,1,2,1,2,7,1945,1952,0,0,0,0,0,0,1,1,0,0,0,0,1900,1940,,,0,2
"Alder,MatthewLorne#246180",Serial-Twomurders,1,1,1,0,2,US,MI,"Macomb,Genesee","Roseville,GeneseeTownship",1,1970,3/23/1970,,23,24,20,0,11/14/1993,9/25/1994,8.31,3.01,Enjoyment-Rape,66,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,23,23,0,1,1,,0,0,Bludgeon,,,,2,0,2,1,2,0,0,0,0,,1,0,"19,19",,,,1,0,0,,,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,1994,0,0,1,0,2,0,,,,2,1,2,1,1993,1994,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"Aldrete,SaraMaria",Serial-Organizational-Cult,2,3,0,0,15,Mexico,Tamaulipas,,Matamoros,0,1964,9/6/1964,Mexico-Tamaulipas-Matamoros,22,24,20,0,4/30/1987,3/28/1989,8.3,6,Cult,73,1,,,0,,,,0,,13,Diploma,,,,,0,,,,,0,,1,0,0,,,,,,,,,0,0,0,,1,,,,,,,,,,,1,,0,0,22,22,0,,,,,1,,Cult,,,1,15,,,,,,,0,,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,,,2,1987,1989,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,1,6+
"Alegre,Patrice",Serial,1,1,1,0,6,France,"Midi-Pyrenees,Ile-de-France,Lorraine","Haute-Garonne,Paris,Meuse","Toulouse,Paris,Verdun",0,1968,6/20/1968,,21,29,20,0,1989,1997,1.1,3.01,Enjoyment-Rape,,1,,,0,,3,,,,,,,,,,,,,,0,0,,1,0,0,,,,,0,,,,1,1,0,,1,1,,1,1,0,0,1,1,,,1,,1,1,21,21,0,5,1,0,0,0,Strangle,,,,2,0,6,1,6,0,0,0,0,,1,0,"19,22,29,31,36",,,,1,,1,,,,1,0,,0,0,0,,0,,,,,,,,,0,0,,1,,0,,9/5/1997,0,0,1,0,2,0,,,,6,1,6,8,1989,1997,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Alexander,AndreStephen",Serial-Twoevents,1,2,0,0,4,US,CA,LosAngeles,LosAngeles,1,1952,,,26,28,20,1,10/31/1978,6/4/1980,11,7,AvoidArrest,,1,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,,1,Truckdriver,1,1,26,26,0,"2,5",1,3,3,0,"Shoot,Strangle",,,,3,2,2,,,,,,,,1,0,"26,29",,,,0,0,1,,,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,0,,10/1/1992,0,0,0,0,3,,,,,4,0,4,2,1978,1980,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Alexander,Billy#426835",Serial-Team,1,2,0,0,3,US,FL,"Miami-Dade,Broward",Miami,1,1969,11/29/1969,Bahamas,21,21,20,0,2/18/1991,5/22/1991,11,11,Multiplemotives,69,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,2,0,3,,1,Shoot,Various,,,1,3,0,2,0,3,0,0,0,,1,0,"30,33,47",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,1991,0,0,0,0,2,0,,,,3,0,3,0,1991,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Alexander,Caruthers""Gus""",Serial-Twomurders,1,2,0,0,2,US,TX,Bexar,SanAntonio,1,1948,9/7/1948,,24,32,20,1,1973,4/23/1981,,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,24,24,0,5,1,,0,0,Strangle,,,,,,1,,1,,,,,,1,,19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1/29/2001,0,1,2,,2,8,1973,1981,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Alfonso,Michael#B03335",Serial-Twomurders,1,3,0,0,2,US,IL,DuPage,"Wheaton,Yorkville",1,1969,6/26/1969,,23,31,20,0,9/1/1992,6/6/2001,5.7,4,Anger,67,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,23,23,0,2,0,3,,0,Shoot,,,,2,0,2,7,0,0,1,1,0,,1,0,"23,28",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,0,,7/16/2004,0,0,1,0,2,0,,,,2,2,2,9,1992,2001,0,1,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,2
"al-Hubal,Abdallah",Serial,1,4,0,0,13,Yemen,,,,0,1955,,,34,43,30,0,1989,1998,8.3,3.02,Enjoyment-Norape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34,34,0,,,,,0,,,,,3,2,1,,,,,,0,,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8/16/1998,,0,0,0,5,0,8/16/1998,0,3,13,0,0,9,1989,1998,0,0,1,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Alix,FranklinDeWayne#999286",Serial,1,2,0,0,4,US,TX,Harris,Houston,1,1975,8/6/1975,US-TX-HarrisCounty,22,22,20,0,8/8/1997,1/4/1998,8.3,1.1,FinancialGain-Robbery,69,,,,,,,,,,10,None,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,22,22,0,2,0,3,,0,Shoot,,,,1,4,0,2,0,4,0,0,0,,1,0,"23,34,41",,,,0,0,1,0,,,,0,,0,0,0,0,0,,,,,0,,,0,0,0,0,,,0,,1998,0,0,1,0,3,1,3/29/2010,0,1,4,4,1,1,1997,1998,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Alkol,Pramod",Serial-Accused,1,4,0,0,6,India,Maharashtra,Ahmednagar,Shirdi,0,1983,,,30,30,30,0,7/26/2013,7/29/2013,1.2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,30,30,0,1,1,,0,0,Bludgeon,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/2013,0,0,,,,,,,,6,,,0,2013,2013,1,0,0,0,0,0,0,0,0,0,0,0,2000,2010,,,0,6+
"Allam,IbrahimHamza",Serial,1,4,0,0,6,"Germany,Austria,France",,,,0,,,,,,,,1977,1983,,11,Multiplemotives,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,20yrs,0,,,,6,,4,6,1977,1983,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,6+
"Allanson,Patricia",Serial-suspected,2,1,0,0,3,US,GA,Fulton,Atlanta,1,1937,8/22/1937,US-NC-Wilmington,36,51,30,0,7/3/1974,12/28/1988,5,1.4,FinancialGain-LethalCareTaker,,2,,,0,1,1,1,0,0,,None,,,,,0,,,,0,0,,1,0,0,,,,,0,,0,0,0,0,0,,,,,,0,0,0,4,3,,,1,,1,1,36,36,0,"2,3",0,3,0,0,"Shoot,Poison",,,,3,2,1,1,3,0,0,0,0,,1,0,"50,51,88",,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,1991,0,0,0,0,2,0,,,,3,0,0,14,1974,1988,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,3
"Allen,Bill",Serial,1,2,0,0,4,US,IL,Cook,Chicago,1,,,,,,,,1882,1882,,4,Anger,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,1,0,Shoot,,,,1,4,0,,,,,,,6,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,0,5,0,,0,3,4,,0,0,1882,1882,0,0,0,0,0,0,0,0,0,0,0,0,1800,1880,,,0,4
"Allen,ClarenceRay",Serial-Orderedothers,1,5,0,0,4,US,CA,Fresno,,1,1930,1/16/1930,,44,50,40,0,6/29/1974,9/5/1980,8.51,7,AvoidArrest,,,,,,,,,,,8,None,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,44,44,0,"2,5",1,3,,0,"Shoot,Strangle","Hamilton,BillyRay",,1,3,2,2,,1,,,,,,1,0,"17,17,18,27",,,,0,,1,,,,,0,,0,0,0,0,0,,,1,0,0,0,1,0,0,0,,,,,,,0,0,,0,3,1,1/17/2006,0,1,4,,4,6,1974,1980,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,4
"Allen,HowardArthur#881978",Serial,1,2,0,0,3,US,IN,Marion,Indianapolis,1,1949,2/10/1949,US-IN-Indianapolis,25,38,20,1,8/19/1974,7/14/1987,7.32,1.11,FinancialGain-Robbery-HomeInvasion,,1,,,0,,,,1,1,,,,,,,,,,,,0,,3,0,,0,0,0,1,0,0,0,0,1,1,0,4,3,4,5,4,1,0,0,,,,,1,,1,1,25,38,1,"1,5",1,,0,0,"Bludgeon,Strangle",,,,2,0,3,1,3,0,0,0,0,7,1,0,"74,85,87",,,1,0,0,,,0,,,0,0,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,1,0,,None,8/4/1987,0,0,0,0,3,,,0,,3,0,2,13,1974,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1970,,,0,3
"Allen,Michael",Serial-Organizational-Gang,1,2,0,0,3,US,CA,LosAngeles,LosAngeles,1,1972,,,18,19,10,0,8/5/1991,1992,10.3,8,GangActivity,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,2,0,3,,1,Shoot,"Allen,Michael;Johnson,Cleamon;Johnson,Timothy",Gang,1,1,3,0,2,0,3,0,0,0,,1,0,30,,,,0,0,,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,0,,,,0,0,0,3,,,,,3,0,3,1,1991,1992,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,1,3
"Allen,QuincyJavon#00006019",Serial,1,2,0,0,4,US,SC/NC,"Surry,Richland","Dobson,Columbia",1,1979,11/7/1979,,22,22,20,0,7/10/2002,8/12/2002,6,1.12,FinancialGain-Robbery-Retail,73,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,0,2,0,3,4,0,Shoot,,,,1,4,0,1,4,0,0,0,0,,1,0,"22,29,45,53",,,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,,AntisocialPersonalityDisorder,2002,,0,1,0,3,,,,,4,4,4,0,2002,2002,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,4
"Allen,ShirleyElizabeth(Goude)",Serial-Twomurders+oneattempt,2,1,0,0,2,US,MO,St.Louis,St.Louis,1,1941,,US-MO-St.Louis,37,41,30,0,2/17/1978,11/1/1982,5.1,1.3,FinancialGain-BlackWidow,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,Nurse,,,37,37,0,3,0,3,0,0,Poison,,,,1,2,0,1,2,0,0,0,0,6,1,0,46,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,11/6/1982,0,0,0,0,2,0,,0,,2,0,1,4,1978,1982,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Allen,WandaJean",Serial-Twomurders,2,2,0,0,2,US,OK,Oklahoma,OklahomaCity,1,1959,8/17/1959,,21,29,20,0,6/29/1981,12/2/1988,3.4,4,Anger,,2,,,0,2,2,7,,,,None,69,,,,0,,,,,0,,,,,,1,,1,,,,,,,,,,,,,,,0,1,0,,,2,,0,0,21,21,0,2,0,3,1,0,Shoot,,,,2,0,2,2,0,2,0,0,0,,1,0,"21,29",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,2,,0,,12/6/1988,0,0,1,0,3,1,1/11/2011,0,1,2,1,2,7,1981,1988,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,2
"Allgen,ThomasLarsDr.",Serial-Team,1,1,1,0,10,Sweden,Sodermanland,,Stockholm,0,1949,,,33,38,30,0,1982,1987,1.1,3.01,Enjoyment-Rape,,,,,,,,,,,21,MD,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Pathologistforpolicedepartment,0,0,33,33,0,4,1,,0,1,Stab,"Allgen,ThomasLars;Harem,Teet",,1,2,0,10,1,10,0,0,0,0,,1,0,30,,,,1,1,1,1,0,,,1,,1,1,1,0,,,,0,1,0,0,0,0,1,0,3,2,,,,,,0,,,,,,,,10,,,5,1982,1987,0,0,0,1,0,0,0,0,0,0,0,0,1900,1980,,,0,6+
"Allitt,Beverly",Serial,2,1,0,0,13,England,EastMidlands,Lincolnshire,Grantham,0,1968,10/4/1968,England-CorbyGlen,22,22,20,0,2/21/1991,4/22/1991,4.1,2.1,Attention-Munchausen,,1,,,0,2,2,3,1,1,12,Diploma,,,,,0,,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,1,0,0,1,0,0,0,2,Nurse,0,0,22,22,0,3,0,3,0,0,Poison,,,,3,2,2,,,,,,0,123,0,1,".13,.17,1.25,11",,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,11/21/1991,0,0,0,0,2,0,,0,,13,,4,0,1991,1991,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,6+
"Allridge,RonaldKeith",Serial,1,2,0,0,3,US,TX,Tarrant,"FortWorth,Wedgewood",1,1960,9/27/1960,WestGermany-Stullgart,15,24,10,0,4/12/1976,3/25/1985,11,1.12,FinancialGain-Robbery-Retail,76,1,,,0,,2,4,,,10,GED,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,1,Unemployed,0,0,15,15,0,2,0,3,3,0,Shoot,,,,3,2,1,7,2,1,0,0,0,0,1,1,"15,19,19",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,,0,,3/25/1985,0,0,1,0,3,1,6/8/1995,0,1,3,2,2,9,1976,1985,0,0,0,1,1,0,0,0,0,0,0,0,1900,1970,,,0,3
"Almazyan,Zaven",Serial,1,1,1,0,3,Ukraine,LuhanskOblast,,Lugansk,0,1951,,Russia-Rostov-on-Don,18,19,10,0,4/14/1970,10/27/1970,8.31,3.01,Enjoyment-Rape,,1,,,0,,,,,,12,Diploma,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Military-ArmyPFC,,,18,18,0,5,1,0,0,0,Strangle,,,,2,0,3,1,3,0,0,0,0,,1,0,"17,17,20",,,,1,,1,0,1,,1,0,1,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,,1,,,,1970,0,0,,0,3,1,,0,1,3,,3,0,1970,1970,0,0,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,3
"Almeida,Osvaldo",Serial,1,3,0,0,3,US,FL,Broward,"FortLauderdale,Sunrise",1,1973,11/8/1973,US-MA-Boston,19,20,10,0,10/7/1993,11/15/1993,11,4,Anger,74,,,,0,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,1,1,1,,,,,,,,0,1,0,,,1,,,,19,19,0,2,0,3,1,0,Shoot,,,,3,1,2,7,1,1,,,,,1,0,"26,33,36",,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,0,,11/29/1993,0,0,1,1,2,0,,,,3,3,3,0,1993,1993,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Alston,RobertSylvester#0006572",Serial,1,2,0,0,4,US,NC,Guilford,Greensboro,1,1969,5/19/1969,US-NC-Guilford,21,24,20,0,4/11/1991,12/14/1993,1.1,3.01,Enjoyment-Rape,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Retail-Restaurant-Dishwasher,,,21,21,0,5,1,0,0,0,Strangle,,,,2,0,4,,,,,,,,1,0,"19,23,26,41",,,,1,,,1,0,,,1,,0,0,0,0,,,,0,0,0,0,0,1,1,0,,2,,,,1994,0,0,1,0,2,0,,,,4,4,2,2,1991,1993,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,4
"Alvarez,Francisco",Serial-Twomurders,1,3,0,0,2,US,UT,"SaltLake,Weber","SaltLakeCity,Ogden",1,1956,,Mexico,23,45,20,0,12/2/1979,5/5/2001,8.32,4,Anger,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,23,23,0,"2,18",0,3,1,0,"Shoot,RunOver",,,,1,2,0,7,1,0,1,0,0,,1,0,"29,50",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,5/5/2001,0,0,,0,,,,,,2,,1,22,1979,2001,0,1,0,0,1,0,0,0,0,0,0,0,1900,1970,,,0,2
"Alvarez,JuanCarlos",Serial-Organizational-Gang,1,3,0,0,5,US,TX,Harris,Houston,1,1977,3/9/1977,Mexico,21,21,20,0,5/31/1998,6/17/1998,8.3,8,GangActivity,67,,,,,,,,,,11,None,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laborer,,,21,21,0,2,0,3,3,1,Shoot,Gang,Gang/CriminalEnterprise,,1,5,0,3,0,0,5,0,0,,1,1,"16,20,20",,,,0,0,1,0,1,0,0,0,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,,,,,,0,0,,,3,,,,,5,,5,0,1998,1998,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,1,5
"Alvarez,LorenzoI.",Serial-Organizational-Gang,1,3,0,0,2,US,IL,Kane,Aurora,1,1987,7/1/1987,,19,19,10,0,3/18/2007,5/6/2007,10.3,8,GangActivity,67,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,2,0,3,,1,Shoot,Gangmembers,Gang/CriminalEnterprise,,1,2,0,,,,1,,,,1,0,"24,36",,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,1,,0,,,0,0,,0,2,0,,,,2,,2,0,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,1,2
"Alves,Diogo",Serial,1,1,1,1,70,Portugal,,,Lisbon,0,1810,,Spain-Galicia,26,30,20,1,1836,1840,8.3,1.13,FinancialGain-Robbery-Street,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,0,,1,,,,,,,,3,,,,,,,,0,,1,1,,,,,0,0,,,,0,0,0,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,,1840,0,0,,0,3,1,2/19/1841,0,1,70,,,4,1836,1840,0,0,0,0,0,0,0,0,0,0,0,0,1800,1830,,,0,6+
"Amati,TonyRay#66673",Serial-Team,1,1,1,0,3,US,NV,Clark,LasVegas,1,1976,6/26/1976,,19,20,10,0,5/27/1996,8/29/1996,8.32,3.02,Enjoyment-Norape,67,,,,,,,,,,12,Diploma,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,0,2,0,3,1,1,Shoot,"Amati,Tony;James,Edward;Sampson,Troy",Friends,1,1,3,0,7,2,0,1,0,0,5,1,0,"22,27,48",,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,,0,,1998,0,0,0,0,2,0,,0,,3,0,1,0,1996,1996,0,0,1,0,0,0,0,0,0,0,0,0,1900,1990,,,0,3
"Amer,Abdelali",Serial,1,4,0,0,14,Morocco,,,Rabat,0,1961,,,43,44,40,0,2004,2005,8.3,3.01,Enjoyment-Rape,,,,,,2,3,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,43,43,0,1,1,,0,0,Bludgeon,,,,,,,,,,,,0,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2005,,0,,,,,,,,14,,,1,2004,2005,0,1,0,0,0,0,0,0,0,0,0,0,2000,2000,,,0,6+
